word,day_427,day_428,day_429,day_430
peony,17248,5114,28778,3811
people,551,1137,559,1935
peoria,7472,8170,9549,64841
pep,5746,19214,17637,17203
peplum,39545,45324,26561,56941
pepper,1377,2052,6149,2277
peppercorn,9248,28561,33023,35526
pepperidge,16971,41253,52962,12909
peppermint,13914,566,11004,140
pepperoni,1717,10879,41560,12884
peppery,16628,34859,42228,16967
peppy,20393,4553,23413,22693
pepsi,7288,6623,10004,4246
pepsin,57051,39213,69845,34548
pepsis,44416,68191,68391,62276
peptic,45467,52071,58739,58404
peptide,17817,37014,23323,706
pequot,38936,16423,26651,79039
per,1078,6053,5279,5167
percale,42821,71187,19988,26011
perceivable,80413,47693,55275,37272
perceive,15604,26830,14823,20955
percent,5107,12039,3985,5907
percentage,10295,20915,8434,7918
percentile,31373,20136,30740,36871
percept,78562,48889,57361,70020
perceptible,64627,20058,33615,31838
perceptibly,37976,49278,67855,37598
perception,18355,32421,12285,27998
perceptive,61513,30125,54370,26554
perceptively,77642,73105,63471,55866
perceptiveness,63014,49888,76652,53520
perceptual,66422,66935,56292,65083
perceptually,68648,79746,60420,33247
perch,6676,425,1161,16024
perchance,26866,39368,52385,48032
perche,50125,22700,34756,72532
percheron,75410,20130,51292,20934
perchlorate,41288,76112,32130,11997
perchloric,80331,72629,70145,23478
perchloroethylene,73022,76516,71228,13160
percipient,74788,43326,63221,67815
percival,53481,71904,37194,17331
percolate,41335,30111,30578,37324
percolation,70650,52957,37142,63915
percolator,27160,40677,54570,61333
percussion,15881,22987,13618,32214
percussionist,28969,51751,40618,70315
percussive,41623,15687,28062,43904
percutaneous,46393,57193,66389,74803
percy,18600,19787,14889,59001
perdition,63102,67473,41655,62792
perdu,39770,48177,35260,36546
perdue,11252,17074,20962,19356
pere,16996,21824,10704,44732
peregrinations,55614,38202,75632,74733
peregrine,24527,17914,23962,69889
pereira,34274,75198,18808,40288
peremptorily,58639,69571,66280,43550
peremptory,51288,35660,56450,57353
perennial,11676,22589,10542,8349
perennially,21346,60202,15026,24379
peres,14859,36764,25881,75795
perf,52757,11414,27225,66442
perfect,151,790,109,1401
perfecta,49878,56656,55087,3609
perfectibility,75952,61598,79155,36484
perfectible,74929,77526,71676,53713
perfection,4593,7512,3772,5733
perfectionism,40434,37712,60781,33720
perfectionist,29130,63013,49578,10512
perfectionistic,79564,50723,74011,35610
perfections,36159,26923,31721,7010
perfectly,685,4862,1233,4131
perfecto,26481,35109,25075,12410
perfidious,75200,53125,66707,68454
perfidy,79035,35570,72826,43193
perforate,28535,4626,21367,56532
perforation,56002,11112,29196,47569
perforce,71978,37430,63055,15258
perform,2732,9288,2814,14149
performable,76116,78755,78180,71788
performance,301,8227,4344,15226
performant,60716,67316,76026,44253
performative,65749,66969,73984,71230
performer,2109,18065,5952,44260
perfume,11020,9231,5774,41
perfumer,37490,48583,56768,4519
perfumery,44682,44007,35788,664
perfunctorily,64305,74383,73230,74782
perfunctory,13268,32562,42438,48262
perfusion,39248,16933,42023,64837
pergola,10634,38353,20474,17377
perhaps,600,3762,1014,3081
peri,26211,34243,38008,14130
pericardial,58778,37818,62697,73502
pericarditis,72590,43229,65540,67820
pericardium,64662,21484,68778,79536
pericles,40445,78687,45433,62575
peridot,41037,16706,31147,27188
perigee,45922,24436,29742,29386
perigord,44910,39083,42740,59243
perihelion,61827,44020,47581,39690
peril,22994,7609,11495,13583
perilla,51926,75592,77025,25459
perilous,29076,15635,15995,12230
perilously,47639,16769,28144,31202
perimeter,20973,7134,4525,26202
perinatal,57495,56902,33282,62583
perineum,53217,12939,39513,6618
period,2587,14085,4116,5818
periodic,9440,36975,14177,22041
periodical,33063,26984,17406,39078
periodically,8092,16646,9129,9420
periodicity,28222,80586,39489,58432
periodization,61937,65750,50036,40436
periodontal,32226,13929,31310,7914
periodontitis,61902,24075,51039,17316
periodontology,73517,38637,63169,38381
peripatetic,35318,59625,70027,54744
peripheral,16439,21550,20309,52898
peripherally,52853,62049,33974,54848
periphery,46623,34315,13484,77378
peris,73755,62510,52726,64966
periscope,41656,12092,35865,32438
perish,19480,23095,18726,25119
perishable,15418,46290,33697,4073
perisher,38143,9887,23744,68530
peristalsis,68034,70544,52161,19232
peristaltic,50184,55624,37601,8770
peristyle,72126,71204,51698,75082
peritoneal,65037,63476,36444,57179
peritoneum,76132,56913,64475,66929
peritonitis,56610,37166,74075,64617
periwinkle,32315,7436,11491,10427
perjure,43127,62724,52004,41428
perjurer,81537,77264,81273,80181
perjury,60212,60285,23645,61940
perk,1981,2280,9910,8103
perkin,57886,69220,65721,57579
perky,15778,925,9370,11541
perla,15947,15047,11118,8806
perle,42468,42496,36164,3984
perlite,76243,57702,39032,2745
perm,18468,16515,17939,203
permafrost,40365,18830,33677,66924
permanence,68858,20607,50404,11914
permanency,47193,35726,65886,42315
permanent,9684,2847,6323,2670
permanently,17147,2405,6196,12432
permanents,41529,29250,32790,2158
permanganate,53562,42976,59257,3338
permeability,74299,57739,34692,22925
permeable,51531,56684,24401,44806
permeate,26576,48471,20275,16436
permeation,72751,78242,41160,13520
permian,58524,65126,19891,74001
permissable,56692,67285,64716,57318
permissibility,77687,80584,79755,71579
permissible,16352,50448,27762,17077
permission,7638,7370,9385,39874
permissive,44476,52532,29819,51629
permissiveness,77574,80615,76636,79082
permit,3324,6222,3392,10999
permittee,64342,43106,57771,47512
permutation,25074,68236,37788,13879
permute,79854,43705,79935,73312
pern,72594,66756,31253,53190
pernicious,52442,51668,64729,19245
pernod,15955,56127,63000,12561
peroration,65074,45297,80647,47041
peroxide,30413,8369,21553,92
perp,28539,31128,27465,38338
perpendicular,41574,19426,14684,36880
perpendicularity,81374,80764,80021,27808
perpendicularly,50419,27577,41054,66965
perpetrate,30221,37872,43173,23919
perpetration,54803,58884,64890,79584
perpetrator,27929,46300,23274,28027
perpetual,7333,16834,12583,77483
perpetually,12006,33248,15119,25822
perpetuate,24585,39264,32726,43871
perpetuation,50836,72654,50000,65476
perpetuity,39355,29648,24481,30908
perplex,21199,36242,31368,23618
perplexity,49545,31139,36416,28813
perquisite,33475,36613,44764,6851
perrier,12159,26119,29967,4652
perron,63914,59065,60523,64394
perry,3969,6879,3512,22554
perryman,51547,64059,42117,64068
pers,18583,36849,25191,53530
perse,37462,66312,37386,76780
persecute,31514,50690,43853,65755
persecution,41025,34759,34680,43510
persecutor,71108,27081,68626,38655
perseid,23113,45322,57299,17367
persephone,39395,40706,38383,13059
perseus,64532,18920,50838,24107
perseverance,27362,23423,24142,43413
persevere,49699,29316,51090,28264
persia,31861,28614,12561,69231
persian,10548,3941,8111,4865
persico,71857,55915,72005,51830
persimmon,14769,15816,28085,18165
persis,53412,67323,63436,76534
persist,48188,33880,20604,10031
persistance,61647,64340,55242,65109
persistence,38710,54814,26071,28880
persistency,78027,78770,79650,28621
persistent,28801,12801,20352,6946
persistently,36374,19387,38862,12404
persnickety,58719,33282,66289,42659
person,640,2176,2505,3411
persona,19942,15318,27537,18135
personable,13090,16814,26055,14681
personage,26548,52313,43706,34851
personal,1480,2544,2156,1396
personalisation,29021,33417,73234,17416
personalism,81266,32087,78947,30497
personality,3562,5891,7334,7329
personalization,11359,33082,15175,6771
personalize,1163,605,4872,4005
personally,1329,3927,4638,2537
personalty,76473,50541,43934,40935
personhood,51407,13828,29062,51572
personification,72395,55761,37460,34583
personify,38422,31352,22689,8377
personnel,7801,12024,6592,11496
perspective,7081,10577,6441,23793
perspicacious,77969,63711,80829,63225
perspicacity,66803,34055,69515,72901
perspiration,44889,4601,18481,1505
perspire,53070,10097,30385,5809
persuade,10856,13102,14924,15953
persuader,35621,49015,32495,27160
persuasion,19196,18869,27999,27725
persuasive,23733,30358,32129,18836
persuasively,71639,67085,58108,41297
persuasiveness,77459,52434,68523,20480
persue,48308,50350,46507,40986
pert,57151,11951,21231,3760
pertain,7952,16341,8405,17337
pertinence,61091,41285,44713,61885
pertinent,22668,30954,14531,58973
pertinently,71096,69834,73918,20769
perturb,59494,40952,62806,31028
perturbation,67998,34464,58600,31102
pertussis,58633,77827,43763,42051
peru,7565,14444,2849,6483
perusal,12153,26376,23489,46112
peruse,4534,23951,10298,18887
peruvian,5349,9130,7179,4549
perv,36334,46014,36817,44464
pervade,35397,75281,29243,30334
pervasive,34241,43295,24214,27690
pervasively,74566,71696,62502,29724
pervasiveness,80179,78704,76401,61150
perverse,39588,25931,45423,39086
perversely,62425,37188,67110,28009
perverseness,70720,33987,53146,69546
perversity,72471,33478,53138,51048
pervert,25669,22431,24646,43288
pervious,68631,45351,30317,24703
pes,39564,12653,38360,47072
pesa,49499,56090,39994,31051
pesach,3794,40217,26066,25466
peseta,32239,43851,72396,50960
pesky,15291,6086,21059,10618
peso,4171,49571,16257,19823
pessimism,57839,69328,49915,34257
pessimist,43896,74583,39805,51599
pessimistic,49240,48404,38600,35496
pessimistically,63674,78984,79809,62148
pest,17407,3163,9380,1397
pester,27983,27159,50227,18683
pesticidal,56267,80501,75847,7503
pesticide,21833,17948,12731,431
pestiferous,81220,63954,69986,72633
pestilence,22892,24455,45237,39984
pestilent,81424,79085,69168,45852
pestilential,80929,80203,70435,67666
pestle,32437,40807,53409,24467
pet,1484,4,1089,173
petal,10144,818,7495,2816
petaled,69781,52554,71830,79984
petalled,59831,66806,70288,78481
petard,79596,54604,73888,30679
pete,4186,2756,688,44248
peter,3706,3094,3357,9065
peterkin,76725,57146,67034,80549
peterman,57858,48271,48309,78795
petersburg,7085,4428,324,40955
petersen,13246,14544,22180,40078
petersham,37000,57997,16645,59765
pethidine,65604,77308,69521,63766
petioles,49290,40067,59752,44606
petit,4454,9688,5783,22221
petite,3847,4122,4677,8947
petites,34079,41290,32472,29522
petition,8978,9973,12497,45341
petitioner,23511,23165,24765,50409
petits,11685,51047,32298,31478
peto,78537,58057,38697,54734
petr,48145,42476,56395,51939
petre,68491,46298,69639,48550
petrel,46244,29422,25706,59643
petri,10594,28178,14900,18470
petrie,26669,37606,24105,30988
petrify,36907,8317,12102,56022
petro,47426,64350,11886,19371
petrochemical,34633,72829,16456,2761
petrodollar,72183,79303,66918,44880
petrodollars,69594,51571,67179,63689
petroglyph,77317,21283,20573,73536
petrol,12624,38564,8636,3913
petroleum,21805,20688,7300,2453
petrology,61297,56231,67371,63786
petronella,63182,60803,57319,77804
petter,65369,33087,32059,21930
petti,70324,36012,57825,33659
petticoat,22677,5604,25240,18925
pettifogging,72625,78259,76709,79983
pettiness,24811,61925,69251,25914
petty,10976,29185,11808,44986
petulance,66783,62214,73508,29306
petulant,55028,22966,58358,27174
petulantly,74066,30434,71863,46656
petunia,32395,8159,22308,16121
peugeot,34512,50890,14726,26151
pew,12029,10300,18936,25005
pewter,12648,2316,9212,10320
peyton,13754,11677,21323,43767
pf,8709,7396,22719,16533
pfc,61254,44412,56128,68618
pfennig,36340,23490,68611,42831
pfg,45398,51698,33770,51717
pfund,59422,59640,78143,66918
pg,10262,7867,15982,6211
ph,17825,10217,4138,741
phaedra,46731,53523,19364,19093
phaeton,41667,32549,51354,40127
phage,25568,42726,38290,9438
phalange,26537,4811,78221,76568
phalangist,71150,71133,79895,71780
phalanx,38977,25586,42674,48237
phalarope,49484,60221,31568,75851
phallus,33944,21617,35258,51096
phantasm,61519,78987,55374,71499
phantasmagoria,51115,77588,75390,80389
phantasmagoric,71924,76585,68720,75605
phantasmagorical,61195,76210,64478,78523
phantasy,49168,50564,39917,58643
phantom,8201,7243,13624,36928
phar,76320,21168,60498,76879
pharaoh,18318,12620,20912,23109
pharaonic,52359,19090,48264,45782
phare,40031,16295,37365,69283
pharisaic,59236,47293,58167,70108
pharisee,22536,38139,36486,22451
pharm,39792,22241,41794,2880
pharmaceutical,10069,12137,15526,1090
pharmaceutics,66140,78997,62484,17899
pharmacist,31670,15374,26673,3568
pharmacogenetics,74190,59658,80448,71747
pharmacokinetics,60558,59227,55216,18464
pharmacologic,66460,38122,60128,10437
pharmacological,53726,41118,59299,5428
pharmacologically,61521,76392,53694,6293
pharmacologist,75130,56000,50528,21955
pharmacology,40998,40728,30891,9142
pharmacopeia,48260,67893,56187,38978
pharmacopoeia,55795,69285,68858,24343
pharmacotherapy,70913,71260,51984,23561
pharmacy,9206,6300,5692,788
pharo,67169,35658,45630,35140
pharos,47901,40545,30136,79006
pharyngeal,63721,29350,62130,51523
pharyngitis,58434,70636,78957,69375
pharynx,51306,33033,49117,46338
phase,6872,14425,8146,4355
phaseout,40857,62195,79440,59592
phaser,47177,33780,46652,17770
phasic,72414,27302,75377,61755
phat,23785,3101,8178,23267
pheasant,2856,932,14129,15824
phebe,54923,72285,68859,76127
phenix,43969,44227,29499,68635
phenobarbital,63901,42533,66785,4479
phenol,48387,58845,44898,3543
phenolic,43830,42559,35892,12347
phenolics,69320,73273,67390,16456
phenology,68683,73364,52121,75644
phenolphthalein,81176,79036,39975,16746
phenom,56579,70739,32228,78384
phenomenal,3341,16203,3729,23973
phenomenally,34350,72362,36049,26886
phenomenological,72077,65960,62913,55382
phenomenology,52640,77955,54308,61385
phenomenon,13039,39378,8089,38432
phenoms,57542,71571,71931,59635
phenothiazine,67020,81453,79992,47582
phenotype,77153,34111,45543,30168
phenotypic,74592,43716,60205,41572
phenyl,36252,60653,56017,24010
phenylalanine,50771,61432,73829,3659
phenylephrine,58578,42375,53060,3468
phenylketonuria,63158,69699,75106,22160
pheromone,38669,13351,24653,384
phew,16258,10991,38802,11744
phi,6792,5444,2934,40668
phial,69830,64641,76831,8511
phil,4418,9687,4810,21185
philadelphia,2013,3010,2579,37922
philadelphian,71921,65053,73900,57990
philadelphians,37983,70418,46908,78711
philander,19806,55473,43407,44785
philanderer,40844,68648,39558,76219
philanthropic,3665,5628,26227,70258
philanthropist,10806,21046,24263,71881
philanthropy,3976,6419,17050,34573
philatelic,42826,29095,43296,74897
philatelist,49633,34384,79129,80961
philately,44107,43820,65298,79192
philemon,72106,35464,49864,10789
philharmonic,9356,40993,11562,69956
philip,7510,26517,5375,15099
philippa,37082,49931,28384,32542
philippe,9196,57291,15890,45834
philippians,47816,22614,26593,22100
philippine,12682,14410,2508,29308
philippines,11334,22906,1079,15001
philistine,35733,49542,30382,46148
philistinism,80283,80149,59260,68835
phill,51705,77078,48830,60651
phillip,15342,20203,2962,27247
phillippi,58840,71702,23746,69259
phillis,76193,69129,60890,40575
philodendron,55609,42963,68472,62331
philological,59706,21508,72390,54601
philologist,71252,80258,63457,59985
philology,41848,57844,60525,16063
philomel,69691,43873,62666,77172
philosophe,66387,57086,78700,79183
philosopher,16046,50603,14109,31857
philosophes,73200,75341,70580,78463
philosophic,54556,51972,59655,14895
philosophical,11416,34919,18205,14607
philosophically,41423,60694,43978,5422
philosophize,42385,64738,56272,33777
philosophy,4905,14703,8684,2410
phineas,28097,29817,39548,12117
phlebitis,64845,64220,69429,63837
phlegm,62796,49437,71344,7558
phlegmatic,78210,63760,42366,38090
phlox,64257,38428,30906,17888
pho,2890,15158,11899,16654
phobia,14739,19406,18594,6220
phobic,40098,43776,45631,58825
phobos,59733,58735,54794,71113
phoebe,13355,12265,22711,38674
phoebus,75600,69976,34717,79156
phoenicia,43670,39019,23285,55863
phoenician,42127,25888,9904,27997
phoenicians,67245,78182,25728,16551
phoenix,3239,2017,1376,14147
phon,79976,50912,20369,36352
phone,4600,3801,2366,8748
phoneme,57559,64374,62009,28747
phonemic,72568,30415,56502,40098
phonetic,51712,32584,60628,27817
phonetically,57894,55907,76090,19716
phoney,22963,15165,57615,33035
phonic,45897,12438,75850,16008
phonics,31575,5153,29951,21164
phoniness,69869,77079,59256,70404
phonogram,46492,68637,81405,80920
phonograph,47162,39493,54220,50689
phonographic,80128,63547,66927,78902
phonological,72073,42665,46021,55298
phonology,50911,66354,63828,39730
phony,11028,15349,22136,18455
phoo,63931,66680,58625,67719
phooey,54213,50271,65709,59571
phosgene,50025,81586,64927,43734
phosphatase,35266,29269,48506,7994
phosphate,25626,24001,13936,392
phosphatic,78199,65954,43611,15024
phosphide,30837,70742,72984,40749
phosphine,57144,79504,68101,15670
phospholipid,46875,49191,35915,4518
phosphor,42152,36711,58862,15149
phosphorescence,39373,60922,44359,76217
phosphorescent,36345,32218,32706,48464
phosphoric,29855,55113,37789,1530
phosphorous,32615,34267,42380,3385
phosphorus,29104,21205,27326,3928
phosphorylation,49444,19510,43347,68276
photic,63204,48965,53431,33052
photo,1351,1414,252,9002
photocell,48721,72393,66140,27851
photochemical,63446,80460,58480,37935
photochemistry,74199,65411,57290,33438
photocopier,39030,56682,32429,15915
photocopy,17074,20863,20165,24836
photodynamic,65000,46323,55534,8876
photoelectric,71562,45019,76135,67811
photofinishing,47129,67646,75151,18864
photog,34106,25729,20122,71663
photogenic,20079,12463,7440,6535
photogrammetric,69263,56580,58962,22684
photogrammetry,56670,18307,68742,47274
photograph,2931,3088,1227,29546
photographer,3667,12041,1216,36769
photographic,7983,8467,4278,18525
photographically,48209,66286,46182,69977
photography,2320,6936,800,26898
photogravure,42431,52492,66669,74924
photojournalism,12687,33797,15609,74145
photojournalist,13189,32986,22989,74217
photolithography,66864,74125,38955,29688
photometer,75132,80089,58915,64125
